epoch;acc;loss;val_acc;val_loss
35;0.8530206286836935;0.44177927319802096;0.7795050367018044;0.8608456275501947
36;0.8699656188605108;0.4101784932472851;0.7698047506751416;0.921466512661374
37;0.8732809430255403;0.39090640172508706;0.7693073000944665;0.902597307299014
38;0.8673870333988212;0.399410264899548;0.7679393110457915;0.9166489236613675
39;0.8870333988212181;0.35234281136736656;0.7673174978458915;0.9361220853065706
40;0.8817534381139489;0.3550223327865769;0.7788832234944919;0.8688401081248934
41;0.8877701375245579;0.3346811114336512;0.7776395970650417;0.9255501727945709
42;0.8886296660117878;0.3421364048082374;0.7776395970872795;0.8912534712484976
43;0.8939096267190569;0.33365578623031117;0.768312398970179;0.9540349709173738
44;0.893664047151277;0.3180717134405447;0.7652033329484416;0.9333992947053737
45;0.8964882121807466;0.31232025169846117;0.7860962567141423;0.8768655751685779
46;0.899926326129666;0.304498079615281;0.7875886083894547;0.9079341612234592
47;0.9097495088408645;0.26525664947239025;0.7898271359431923;0.9093005575805795
48;0.9088899803536346;0.2659491593775674;0.782116652172517;0.9094496456385697
49;0.9082760314341847;0.27371976590461017;0.7801268499017043;0.9641891494569398
50;0.9133104125736738;0.2652738740437157;0.7828628280138794;0.9233434885580909
51;0.912450884086444;0.2659567806189093;0.7796293993432669;0.9495267989460234
52;0.9152750491159135;0.25663944429668556;0.7853500808579548;0.9327923192223007
53;0.9166257367387033;0.24409743233022146;0.7736599925530667;1.0006969747829757
54;0.9215373280943026;0.24376883758835802;0.7887078721848549;0.922918513066999
55;0.9274312377210217;0.21894672016790667;0.7977863450042052;0.8498119401807231
56;0.9300098231827112;0.21118693670700717;0.7720432782066415;0.9996062087309981
57;0.9247298624754421;0.23042031938177196;0.7807486631090169;0.9953801833253464
58;0.925343811394892;0.22171029720038235;0.7755254321750042;0.9854236162060188
59;0.9329567779960707;0.20917445753494274;0.7970401691331924;0.8970794161382547
60;0.9345530451866405;0.19655542298492726;0.7972888944457678;0.9203164247179073
61;0.9302554027504911;0.2123817853073357;0.7992786966869301;0.909979298182676
62;0.9306237721021611;0.21489700827974467;0.7823653774628546;0.9834890593537762
63;0.9355353634577603;0.19050669241952756;0.7938067404625798;0.9483191329231162
64;0.93799115913556;0.18707316946274874;0.7939311031262801;0.9269102941830202
65;0.9427799607072691;0.17330813370205916;0.7935580151796549;0.9813886310105121
66;0.9427799607072691;0.17041537485475156;0.7884591468871047;1.0115612216693166
67;0.9409381139489195;0.17661468480843576;0.7950503668772049;0.9960123473339866
68;0.9433939096267191;0.1734893059830066;0.7846039050017671;1.007434882078134
69;0.9443762278978389;0.1684482877814231;0.7863449819822421;1.0128531358888708
70;0.9399557956777996;0.17954803979452444;0.8037557517795803;0.9354357779389249
71;0.9456041257367387;0.16936082515155637;0.7986568834759112;0.9654801579171665
72;0.9416748526522594;0.17506160649648467;0.7985325208455676;0.9556535683658464
73;0.9486738703339882;0.16093587563949507;0.7959209053600298;0.9080109303839622
74;0.9508840864440079;0.15043898774695186;0.7890809600870047;1.020118368207897
75;0.9465864440078585;0.16478115385892292;0.7903245864942171;1.0243017945798598
76;0.9519891944990176;0.14539941253546765;0.7955478174504675;0.9566603773581034
77;0.9511296660117878;0.14886637254524793;0.79517472952608;0.9762667639533348
78;0.9508840864440079;0.1454457491782653;0.8035070264892427;0.9545984200613443
79;0.9567779960707269;0.13596152389433036;0.801765949538418;0.9938001205132176
80;0.9502701375245579;0.1514445975942497;0.7868424325480922;1.0246477131819254
81;0.9517436149312377;0.1459664150245473;0.8056211914015178;0.8958608165055332
82;0.9577603143418467;0.12675371625202694;0.780997388406767;1.0781982824912402
83;0.9545677799607073;0.1451926665464764;0.8048750155527428;0.9413458798717702
84;0.9575147347740668;0.1305510025116485;0.7908220370674798;1.0523186409418566
85;0.9586198428290766;0.12908374899467692;0.8016415868821303;0.9774839196198023
86;0.9600933202357563;0.13230385259159774;0.7955478174430549;0.9659549557121961
87;0.9597249508840865;0.120107426519427;0.7857231687749296;1.141532260466387
88;0.9543222003929273;0.14620597169447272;0.7921900261309799;1.0898891873300973
89;0.9630402750491159;0.11319390892404295;0.8021390374331551;0.9838447399699648
90;0.9599705304518664;0.1249855806637548;0.8033826638551927;0.9572733174122294
91;0.9656188605108055;0.10940200968120387;0.8128342246211683;0.9528924858313623
92;0.9653732809430255;0.10944066959669291;0.8059942793259053;0.9873375385562336
93;0.955672888015717;0.13086873395569726;0.8041288397262055;0.9528691993692505
94;0.9654960707269156;0.11228494726904542;0.8069891804576054;0.9692534644676966
95;0.9604616895874263;0.12000849141148312;0.7974132570872303;1.0232832046338478
96;0.9631630648330058;0.11327117395611051;0.7979107076345489;1.0305314477314893
97;0.9604616895874263;0.11888271501042637;0.8135804004477055;0.9366692785188017
98;0.9648821218074656;0.10769122617396074;0.8038801144358679;1.051831343061013
99;0.9616895874263262;0.11200295958012957;0.8046262902772303;0.9943395938065022
