epoch;acc;loss;val_acc;val_loss
0;0.006507858546168959;5.283080297743642;0.008456659619450317;5.277204675203591
1;0.01031434184675835;5.241884358973775;0.014301703768188036;5.198493663447218
2;0.011910609037328095;5.107070379500773;0.01654023131451312;4.9187647624182445
3;0.029101178781925342;4.651952106498314;0.03656261658997637;4.360118167137362
4;0.04494106090373281;4.269377853640873;0.07113543091655267;3.8764863193309393
5;0.08005893909626718;3.9024130632928875;0.13692326825021764;3.472671867617771
6;0.1317534381139489;3.5091026569396435;0.19114537992879624;3.1333963632316766
7;0.18885068762278978;3.1288665310573016;0.26078845914872545;2.766458752528602
8;0.26719056974459726;2.7171306029284166;0.3684865066543279;2.2727312066190026
9;0.32969056974459726;2.429046185405409;0.42643949760457883;2.0502461593789465
10;0.39022593320235754;2.1589515719760377;0.45280437758721725;1.899076163627929
11;0.44179764243614933;1.9533854083602695;0.5009327198146751;1.774430507600137
12;0.48710707269155207;1.7673038401163397;0.5401069518735109;1.5716302451795643
13;0.5201375245579568;1.6222699662791253;0.5496828752865084;1.5561464805683676
14;0.5656925343811395;1.4729914014138032;0.5935828877042411;1.4169487723099208
15;0.5896365422396856;1.364455411382649;0.5998010197958977;1.4120783832384245
16;0.6172642436149313;1.2744969136588467;0.6335032956396491;1.250066101365741
17;0.6469793713163065;1.1652547416143662;0.6703146375051379;1.1353704052590534
18;0.6696954813359528;1.0824239383980427;0.6542718567564748;1.210239810939749
19;0.693148330058939;0.9957763906312129;0.6750404178584754;1.115083306831383
20;0.7120579567779961;0.9413356628773957;0.702275836353589;1.053903695600363
21;0.7291257367387033;0.8667417811504281;0.7050118144620579;1.0568591312098423
22;0.7477897838899804;0.8281011343704928;0.6982962318119637;1.1392735469112971
23;0.7509823182711198;0.7907110933938991;0.7198109687998022;1.009306105774532
24;0.7703831041257367;0.7537175030511583;0.7088670563511018;1.033591460854004
25;0.7851178781925344;0.6841320610936358;0.722795672191196;1.005811822605643
26;0.7940815324165029;0.6586502007042261;0.7428180574851907;0.9444272012470997
27;0.7928536345776032;0.6412896141556251;0.7403308046337028;0.9559972683168617
28;0.8052554027504911;0.6104808932788715;0.7512747170972285;0.9046407148562592
29;0.8169204322200393;0.5743053516259596;0.7354806616240778;0.9812062465496701
30;0.818516699410609;0.5623694386018517;0.751896530304541;0.9121976075607099
31;0.8350933202357563;0.5085956814949545;0.7232931227607523;1.0867139095394873
32;0.8396365422396856;0.4933195625869136;0.7313766944484025;1.0117893349566933
33;0.8466355599214146;0.46456549736746167;0.7612237283994037;0.9112859825903527
34;0.850073673870334;0.45045067899822017;0.7681880363361291;0.8794792214965156
